date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:29:37	0/0	---M--	200	added ('OK')	text/plain	date:Wed,%2024%20Aug%202022%2005:59:37%20GMT	https://thecleverprogrammer.com/detroitchicago/grapefruit.gif	C:/Python_in_an_interactive_way/python-projects-with-source-code/thecleverprogrammer.com/detroitchicago/grapefruit.gif	(from https://thecleverprogrammer.com/2021/01/14/python-projects-with-source-code/)
11:29:38	0/0	---M--	200	added ('OK')	text/plain	date:Wed,%2024%20Aug%202022%2005:59:37%20GMT	https://thecleverprogrammer.com/porpoiseant/army.gif	C:/Python_in_an_interactive_way/python-projects-with-source-code/thecleverprogrammer.com/porpoiseant/army.gif	(from https://thecleverprogrammer.com/2021/01/14/python-projects-with-source-code/)
11:29:39	1404/1404	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2024%20Aug%202022%2005:59:38%20GMT	http://g.ezoic.net/detroitchicago/raleigh.js?gcb=195-0&cb=6	C:/Python_in_an_interactive_way/python-projects-with-source-code/g.ezoic.net/detroitchicago/raleigh2693.js	(from https://thecleverprogrammer.com/2021/01/14/python-projects-with-source-code/)
11:29:39	1404/1404	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2024%20Aug%202022%2005:59:38%20GMT	https://thecleverprogrammer.com/detroitchicago/raleigh.js	C:/Python_in_an_interactive_way/python-projects-with-source-code/thecleverprogrammer.com/detroitchicago/raleigh.js	(from https://thecleverprogrammer.com/2021/01/14/python-projects-with-source-code/)
11:29:40	723/723	---M--	200	added ('OK')	application/javascript	date:Wed,%2024%20Aug%202022%2005:59:39%20GMT	http://g.ezoic.net/detroitchicago/tampa.js?gcb=195-0&cb=6	C:/Python_in_an_interactive_way/python-projects-with-source-code/g.ezoic.net/detroitchicago/tampa2693.js	(from https://thecleverprogrammer.com/2021/01/14/python-projects-with-source-code/)
11:29:40	723/723	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2024%20Aug%202022%2005:59:39%20GMT	https://thecleverprogrammer.com/detroitchicago/tampa.js	C:/Python_in_an_interactive_way/python-projects-with-source-code/thecleverprogrammer.com/detroitchicago/tampa.js	(from https://thecleverprogrammer.com/2021/01/14/python-projects-with-source-code/)
11:29:41	64954/64954	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2024%20Aug%202022%2005:59:40%20GMT	https://thecleverprogrammer.com/detroitchicago/tulsa.js	C:/Python_in_an_interactive_way/python-projects-with-source-code/thecleverprogrammer.com/detroitchicago/tulsa.js	(from https://thecleverprogrammer.com/2021/01/14/python-projects-with-source-code/)
11:29:41	12940/12940	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2024%20Aug%202022%2005:59:40%20GMT	http://g.ezoic.net/detroitchicago/tulsa.js?gcb=195-0&cb=7	C:/Python_in_an_interactive_way/python-projects-with-source-code/g.ezoic.net/detroitchicago/tulsa1fee.js	(from https://thecleverprogrammer.com/2021/01/14/python-projects-with-source-code/)
11:29:41	55967/55967	---MCZ	200	added ('OK')	text/css	etag:W/%2260401ccc-da9f%22	https://thecleverprogrammer.com/wp-content/plugins/wdv-about-me-widget/includes/fonts/css/all.min.css?ver=5.9.0	C:/Python_in_an_interactive_way/python-projects-with-source-code/thecleverprogrammer.com/wp-content/plugins/wdv-about-me-widget/includes/fonts/css/all.minad76.css	(from https://thecleverprogrammer.com/2021/01/14/python-projects-with-source-code/)
11:29:41	26625/26625	---MCZ	200	added ('OK')	text/css	etag:W/%2260401ccc-6801%22	https://thecleverprogrammer.com/wp-content/plugins/wdv-about-me-widget/includes/fonts/css/v4-shims.min.css?ver=5.9.0	C:/Python_in_an_interactive_way/python-projects-with-source-code/thecleverprogrammer.com/wp-content/plugins/wdv-about-me-widget/includes/fonts/css/v4-shims.minad76.css	(from https://thecleverprogrammer.com/2021/01/14/python-projects-with-source-code/)
11:29:42	59016/59016	---MCZ	200	added ('OK')	text/css	etag:W/%22603ffca6-e688%22	https://thecleverprogrammer.com/wp-includes/css/dashicons.min.css?ver=6.0.1	C:/Python_in_an_interactive_way/python-projects-with-source-code/thecleverprogrammer.com/wp-includes/css/dashicons.min37ad.css	(from https://thecleverprogrammer.com/2021/01/14/python-projects-with-source-code/)
11:29:42	89521/89521	---MCZ	200	added ('OK')	application/javascript	etag:W/%226048e0ac-15db1%22	https://thecleverprogrammer.com/wp-includes/js/jquery/jquery.min.js?ver=3.6.0	C:/Python_in_an_interactive_way/python-projects-with-source-code/thecleverprogrammer.com/wp-includes/js/jquery/jquery.minaf6c.js	(from https://thecleverprogrammer.com/2021/01/14/python-projects-with-source-code/)
11:29:44	12075/12075	---MCZ	200	added ('OK')	application/javascript	etag:W/%22f2e0924ced905f4edc9830c1eeca9044%22	https://thecleverprogrammer.com/_static/??wp-includes/js/jquery/jquery-migrate.min.js,wp-content/plugins/wdv-about-me-widget/public/js/wdv-about-me-widget-public.js?m=1614814412	C:/Python_in_an_interactive_way/python-projects-with-source-code/thecleverprogrammer.com/_static/index03bb.html	(from https://thecleverprogrammer.com/2021/01/14/python-projects-with-source-code/)
11:29:48	168230/168230	---M--	200	added ('OK')	text/javascript	etag:1415015396174409841	https://pagead2.googlesyndication.com/pagead/js/adsbygoogle.js?client=ca-pub-6306647371633064	C:/Python_in_an_interactive_way/python-projects-with-source-code/pagead2.googlesyndication.com/pagead/js/f15c7.txt	(from https://thecleverprogrammer.com/2021/01/14/python-projects-with-source-code/)
11:29:51	174/174	---M--	200	added ('OK')	text/css	etag:%2262f5fee0-ae%22	https://thecleverprogrammer.com/wp-content/themes/blocksy/static/bundle/no-scripts.min.css	C:/Python_in_an_interactive_way/python-projects-with-source-code/thecleverprogrammer.com/wp-content/themes/blocksy/static/bundle/no-scripts.min.css	(from https://thecleverprogrammer.com/2021/01/14/python-projects-with-source-code/)
11:29:51	1699/1699	---M--	200	added ('OK')	image/png	etag:%22d748924fb78db925%22	https://i0.wp.com/thecleverprogrammer.com/wp-content/uploads/2021/04/cropped-thecleverprogrammer.png?fit=32%2C32&ssl=1	C:/Python_in_an_interactive_way/python-projects-with-source-code/i0.wp.com/thecleverprogrammer.com/wp-content/uploads/2021/04/cropped-thecleverprogrammere43b.png	(from https://thecleverprogrammer.com/2021/01/14/python-projects-with-source-code/)
11:29:52	167835/167835	---M--	200	added ('OK')	text/javascript	etag:199876809470081417	http://pagead2.googlesyndication.com/pagead/js/adsbygoogle.js	C:/Python_in_an_interactive_way/python-projects-with-source-code/pagead2.googlesyndication.com/pagead/js/f.txt	(from https://thecleverprogrammer.com/2021/01/14/python-projects-with-source-code/)
11:29:52	10236/10236	---M--	200	added ('OK')	image/png	etag:%224ad6533c54fa1697%22	https://i0.wp.com/thecleverprogrammer.com/wp-content/uploads/2021/04/cropped-thecleverprogrammer.png?fit=192%2C192&ssl=1	C:/Python_in_an_interactive_way/python-projects-with-source-code/i0.wp.com/thecleverprogrammer.com/wp-content/uploads/2021/04/cropped-thecleverprogrammer98d8.png	(from https://thecleverprogrammer.com/2021/01/14/python-projects-with-source-code/)
11:29:52	9519/9519	---M--	200	added ('OK')	image/png	etag:%22d0ecf985d4045112%22	https://i0.wp.com/thecleverprogrammer.com/wp-content/uploads/2021/04/cropped-thecleverprogrammer.png?fit=180%2C180&ssl=1	C:/Python_in_an_interactive_way/python-projects-with-source-code/i0.wp.com/thecleverprogrammer.com/wp-content/uploads/2021/04/cropped-thecleverprogrammerf9b5.png	(from https://thecleverprogrammer.com/2021/01/14/python-projects-with-source-code/)
11:29:52	12788/12788	---M--	200	added ('OK')	image/png	etag:%2200bc7c492aed0d7e%22	https://i0.wp.com/thecleverprogrammer.com/wp-content/uploads/2021/01/Get-Real-Time-Weather-Conditions-with-Python.png?fit=300%2C169&ssl=1	C:/Python_in_an_interactive_way/python-projects-with-source-code/i0.wp.com/thecleverprogrammer.com/wp-content/uploads/2021/01/Get-Real-Time-Weather-Conditions-with-Python9099.png	(from https://thecleverprogrammer.com/2021/01/14/python-projects-with-source-code/)
11:29:52	37834/37834	---M--	200	added ('OK')	image/png	etag:%22af7efc8cd8f9c866%22	https://i0.wp.com/thecleverprogrammer.com/wp-content/uploads/2021/01/Data-Science-Tutorial-on-Satellite-Imagery-Analysis.png?fit=300%2C169&ssl=1	C:/Python_in_an_interactive_way/python-projects-with-source-code/i0.wp.com/thecleverprogrammer.com/wp-content/uploads/2021/01/Data-Science-Tutorial-on-Satellite-Imagery-Analysis9099.png	(from https://thecleverprogrammer.com/2021/01/14/python-projects-with-source-code/)
11:29:52	7745/7745	---M--	200	added ('OK')	image/png	etag:%22309cc488c0785582%22	https://i0.wp.com/thecleverprogrammer.com/wp-content/uploads/2022/08/Most-Important-Python-Modules-for-Beginners.png?fit=300%2C169&ssl=1	C:/Python_in_an_interactive_way/python-projects-with-source-code/i0.wp.com/thecleverprogrammer.com/wp-content/uploads/2022/08/Most-Important-Python-Modules-for-Beginners9099.png	(from https://thecleverprogrammer.com/2021/01/14/python-projects-with-source-code/)
11:29:53	7990/7990	---M--	200	added ('OK')	image/png	etag:%22092198018193cf4a%22	https://i0.wp.com/thecleverprogrammer.com/wp-content/uploads/2022/08/Role-and-Responsibilities-of-a-Python-Developer.png?fit=300%2C169&ssl=1	C:/Python_in_an_interactive_way/python-projects-with-source-code/i0.wp.com/thecleverprogrammer.com/wp-content/uploads/2022/08/Role-and-Responsibilities-of-a-Python-Developer9099.png	(from https://thecleverprogrammer.com/2021/01/14/python-projects-with-source-code/)
11:29:53	7633/7633	---M--	200	added ('OK')	image/png	etag:%22f1a898f6f06d4698%22	https://i0.wp.com/thecleverprogrammer.com/wp-content/uploads/2022/07/Python-Practice-Questions-for-Beginners.png?fit=300%2C169&ssl=1	C:/Python_in_an_interactive_way/python-projects-with-source-code/i0.wp.com/thecleverprogrammer.com/wp-content/uploads/2022/07/Python-Practice-Questions-for-Beginners9099.png	(from https://thecleverprogrammer.com/2021/01/14/python-projects-with-source-code/)
11:29:53	6233/6233	---M--	200	added ('OK')	image/png	etag:%220d48cc9551b7158f%22	https://i0.wp.com/thecleverprogrammer.com/wp-content/uploads/2022/06/Examples-of-the-Applications-of-Python-.png?fit=300%2C169&ssl=1	C:/Python_in_an_interactive_way/python-projects-with-source-code/i0.wp.com/thecleverprogrammer.com/wp-content/uploads/2022/06/Examples-of-the-Applications-of-Python-9099.png	(from https://thecleverprogrammer.com/2021/01/14/python-projects-with-source-code/)
11:29:53	5850/5850	---MCZ	200	added ('OK')	application/javascript	etag:W/%2262f6b68a-16da%22	https://s0.wp.com/wp-content/js/bilmur.min.js?m=202234	C:/Python_in_an_interactive_way/python-projects-with-source-code/s0.wp.com/wp-content/js/bilmur.min29bb.js	(from https://thecleverprogrammer.com/2021/01/14/python-projects-with-source-code/)
11:29:54	64954/64954	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2024%20Aug%202022%2005:59:54%20GMT	https://thecleverprogrammer.com/2021/01/14/python-projects-with-source-code/https:	C:/Python_in_an_interactive_way/python-projects-with-source-code/thecleverprogrammer.com/2021/01/14/python-projects-with-source-code/https_	(from https://thecleverprogrammer.com/2021/01/14/python-projects-with-source-code/)
11:29:54	8970/8970	---MCZ	200	added ('OK')	application/javascript	etag:W/%226197c5cf-3508%22	https://stats.wp.com/e-202234.js	C:/Python_in_an_interactive_way/python-projects-with-source-code/stats.wp.com/e-202234.js	(from https://thecleverprogrammer.com/2021/01/14/python-projects-with-source-code/)
11:29:55	11224/11224	---MCZ	200	added ('OK')	application/javascript	etag:W/%225fb4e3fe-2bd8%22	https://thecleverprogrammer.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=6.0.1	C:/Python_in_an_interactive_way/python-projects-with-source-code/thecleverprogrammer.com/wp-includes/js/jquery/jquery-migrate.min37ad.js	(from https://thecleverprogrammer.com/2021/01/14/python-projects-with-source-code/)
11:29:56	64954/64954	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2024%20Aug%202022%2005:59:55%20GMT	https://thecleverprogrammer.com/2021/01/14/python-projects-with-source-code/audins.js	C:/Python_in_an_interactive_way/python-projects-with-source-code/thecleverprogrammer.com/2021/01/14/python-projects-with-source-code/audins.24.delayed	(from https://thecleverprogrammer.com/2021/01/14/python-projects-with-source-code/)
11:29:56	421/421	---M--	200	added ('OK')	application/javascript	date:Sat,%2023%20Jul%202022%2019:57:16%20GMT	http://go.ezoic.net/detroitchicago/audins.js?cb=195-0	C:/Python_in_an_interactive_way/python-projects-with-source-code/go.ezoic.net/detroitchicago/audins0d9f.js	(from https://thecleverprogrammer.com/2021/01/14/python-projects-with-source-code/)
11:29:56	35/35	---M--	200	added ('OK')	image/gif	date:Wed,%2024%20Aug%202022%2005:59:56%20GMT	http://pixel.quantserve.com/pixel/p-31iz6hfFutd16.gif?labels=Domain.thecleverprogrammer_com,DomainId.371339	C:/Python_in_an_interactive_way/python-projects-with-source-code/pixel.quantserve.com/pixel/p-31iz6hfFutd16cefb.gif	(from https://thecleverprogrammer.com/2021/01/14/python-projects-with-source-code/)
11:29:57	64954/64954	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2024%20Aug%202022%2005:59:57%20GMT	https://thecleverprogrammer.com/tardisrocinante/vitals.js	C:/Python_in_an_interactive_way/python-projects-with-source-code/thecleverprogrammer.com/tardisrocinante/vitals.js	(from https://thecleverprogrammer.com/2021/01/14/python-projects-with-source-code/)
11:29:58	4816/4816	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2024%20Aug%202022%2005:59:57%20GMT	http://g.ezoic.net/tardisrocinante/vitals.js?gcb=0&cb=3	C:/Python_in_an_interactive_way/python-projects-with-source-code/g.ezoic.net/tardisrocinante/vitals5038.js	(from https://thecleverprogrammer.com/2021/01/14/python-projects-with-source-code/)
11:29:59	64954/64954	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2024%20Aug%202022%2005:59:58%20GMT	https://thecleverprogrammer.com/beardeddragon/drake.js	C:/Python_in_an_interactive_way/python-projects-with-source-code/thecleverprogrammer.com/beardeddragon/drake.js	(from https://thecleverprogrammer.com/2021/01/14/python-projects-with-source-code/)
11:30:00	3995/3995	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2024%20Aug%202022%2005:59:59%20GMT	http://g.ezoic.net/beardeddragon/drake.js?gcb=0&cb=4	C:/Python_in_an_interactive_way/python-projects-with-source-code/g.ezoic.net/beardeddragon/drake6190.js	(from https://thecleverprogrammer.com/2021/01/14/python-projects-with-source-code/)
